"origin","destination","count"
"m_kol","m_bho",1
"m_kol","m_kan",1
"m_kol","ckp",1
"m_kol","m_gre",1
"m_kol","dbg",1
"m_kol","m_dib",1
"m_kol","m_deh",1
"m_kol","m_eas",1
"m_kol","m_dha",1
"m_kol","m_pat",1
"m_kol","ers",1
"m_kol","gaya",1
"m_kol","m_kam",1
"m_kol","m_kac",1
"m_kol","gwl",1
"m_kol","m_ran",1
"m_kol","hw",1
"m_kol","m_hyd",1
"m_kol","m_ind",1
"m_kol","jat",1
"m_kol","jbp",1
"m_kol","jdb",1
"m_kol","jmp",1
"m_kol","jsm",1
"m_kol","m_jod",1
"m_kol","m_nai",1
"m_kol","kir",1
"m_kol","klk",1
"m_kol","m_nai",1
"m_kol","m_gre",1
"m_kol","m_che",1
"m_kol","m_pat",1
"m_kol","mldt",1
"m_kol","mtj",1
"m_kol","m_mys",1
"m_kol","m_del",1
"m_kol","m_jal",1
"m_kol","pbr",1
"m_kol","pdy",1
"m_kol","m_pat",1
"m_kol","prr",1
"m_kol","m_pun",1
"m_kol","puri",1
"m_kol","m_ran",1
"m_kol","rph",1
"m_kol","m_pur",1
"m_kol","sbp",1
"m_kol","m_hyd",1
"m_kol","sgnr",1
"m_kol","snsi",1
"m_kol","m_ana",1
"m_kol","m_bir",1
"m_kol","tata",1
"m_kol","m_bol",1
"m_kol","tpj",1
"m_kol","m_sou",1
"m_kol","m_ban",1
"m_hyd","aii",1
"m_hyd","m_aur",1
"m_hyd","m_aur",1
"m_hyd","bjp",1
"m_hyd","che",1
"m_hyd","m_eas",1
"m_hyd","m_gre",1
"m_hyd","m_kol",1
"m_hyd","kop",1
"m_hyd","m_che",1
"m_hyd","m_del",1
"m_hyd","m_wes",1
"m_hyd","m_del",1
"m_hyd","m_par",1
"m_hyd","m_pun",1
"m_hyd","m_pur",1
"m_hyd","m_chi",1
"m_hyd","m_thi",1
"m_hyd","m_vis",1
"m_ind","m_amr",1
"m_ind","m_gre",1
"m_ind","m_bar",1
"m_ind","bix",1
"m_ind","m_bho",1
"m_ind","m_bil",1
"m_ind","m_bil",1
"m_ind","cdg",1
"m_ind","cwa",1
"m_ind","m_deh",1
"m_ind","gnc",1
"m_ind","gwl",1
"m_ind","m_bho",1
"m_ind","m_kol",1
"m_ind","jat",1
"m_ind","jbp",1
"m_ind","jp",1
"m_ind","m_jod",1
"m_ind","kota",1
"m_ind","m_nag",1
"m_ind","m_del",1
"m_ind","m_pun",1
"m_ind","rewa",1
"m_ind","m_pat",1
"m_ind","m_thi",1
"m_ind","m_uda",1
"m_ind","m_ban",1
"m_ind","ak",1
"m_utt","m_del",1
"m_utt","m_pat",1
"m_nag","tata",1
"m_bar","m_luc",1
"jaj","m_dib",1
"jam","m_gre",1
"jam","jat",1
"jam","m_sur",1
"jat","m_ahm",1
"jat","aii",1
"jat","m_gre",1
"jat","bgp",1
"jat","m_var",1
"jat","bti",1
"jat","m_kan",1
"jat","m_kan",1
"jat","m_del",1
"jat","m_del",1
"jat","m_dur",1
"jat","m_kam",1
"jat","gkp",1
"jat","hapa",1
"jat","m_kol",1
"jat","m_ind",1
"jat","jam",1
"jat","jbp",1
"jat","m_nai",1
"jat","m_kol",1
"jat","kota",1
"jat","m_dak",1
"jat","m_che",1
"jat","mfp",1
"jat","m_del",1
"jat","m_pun",1
"jat","m_pat",1
"jat","m_deh",1
"jat","rou",1
"jat","sgnr",1
"jbn","m_del",1
"jbn","m_kol",1
"jbp","abkp",1
"jbp","aii",1
"jbp","m_amr",1
"jbp","btc",1
"jbp","m_gre",1
"jbp","m_bho",1
"jbp","m_kol",1
"jbp","m_ind",1
"jbp","jat",1
"jbp","m_luc",1
"jbp","m_gre",1
"jbp","m_var",1
"jbp","m_del",1
"jbp","m_nag",1
"jbp","m_del",1
"jbp","m_pun",1
"jbp","rewa",1
"jbp","m_son",1
"jbp","m_una",1
"jbp","m_ban",1
"jdb","bbs",1
"jdb","m_dur",1
"jdb","m_kol",1
"jhs","m_gre",1
"jhs","m_kol",1
"jhs","m_luc",1
"jhs","m_del",1
"jmp","m_kol",1
"m_jun","bbs",1
"m_jun","bbs",1
"jp","m_ahm",1
"jp","m_agr",1
"jp","m_all",1
"jp","m_gre",1
"jp","m_gre",1
"jp","m_bik",1
"jp","m_bho",1
"jp","m_coi",1
"jp","cdg",1
"jp","m_del",1
"jp","m_dur",1
"jp","hsr",1
"jp","m_ind",1
"jp","m_jod",1
"jp","kyq",1
"jp","m_luc",1
"jp","m_mys",1
"jp","m_nag",1
"jp","m_kac",1
"jp","m_pun",1
"jp","rtm",1
"jp","m_hyd",1
"jp","m_uda",1
"jp","m_ban",1
"jsm","m_gre",1
"jsm","m_bik",1
"jsm","m_del",1
"jsm","m_kol",1
"jsm","m_jod",1
"jsm","m_nai",1
"jsme","m_kol",1
"jttn","m_kam",1
"m_jod","aii",1
"m_jod","m_gre",1
"m_jod","bl",1
"m_jod","m_bho",1
"m_jod","m_var",1
"m_jod","bti",1
"m_jod","m_del",1
"m_jod","m_del",1
"m_jod","m_kac",1
"m_jod","m_kol",1
"m_jod","m_ind",1
"m_jod","jp",1
"m_jod","jsm",1
"m_jod","m_che",1
"m_jod","puri",1
"juc","m_del",1
"jyg","m_del",1
"jyg","m_amr",1
"jyg","m_pat",1
"jyg","m_kol",1
"jyg","puri",1
"jyg","m_ran",1
"jyg","m_kol",1
"kawr","m_ban",1
"kawr","m_ban",1
"m_hyd","ak",1
"m_hyd","m_chi",1
"m_hyd","m_gun",1
"m_hyd","m_dak",1
"m_hyd","mdu",1
"m_hyd","m_che",1
"m_hyd","m_kan",1
"m_hyd","m_gun",1
"m_hyd","m_ban",1
"m_hyd","m_chi",1
"m_hyd","m_ban",1
"m_thi","m_amr",1
"m_thi","m_bik",1
"m_thi","m_bha",1
"m_thi","cdg",1
"m_thi","m_deh",1
"m_thi","m_kam",1
"m_thi","m_gre",1
"m_thi","pbr",1
"m_thi","m_ban",1
"m_thi","m_dha",1
"m_thi","m_ban",1
"m_nai","m_del",1
"m_nai","m_kan",1
"m_nai","m_deh",1
"m_nai","m_del",1
"m_nai","m_kol",1
"m_nai","jat",1
"m_nai","jsm",1
"m_nai","m_luc",1
"m_dar","m_dar",1
"m_dar","m_dar",1
"kgp","prr",1
"kgp","vm",1
"kik","ers",1
"kik","m_gre",1
"kik","m_che",1
"kir","m_amr",1
"kir","m_kol",1
"kir","m_pat",1
"kir","m_jal",1
"kir","tata",1
"m_ban","m_vis",1
"m_siv","m_che",1
"klk","m_gre",1
"klk","m_bar",1
"klk","m_del",1
"klk","m_kol",1
"klk","m_del",1
"klk","sml",1
"klk","snsi",1
"klk","m_ana",1
"kne","aii",1
"m_kol","m_ahm",1
"m_kol","m_agr",1
"m_kol","aii",1
"m_kol","amh",1
"m_kol","m_del",1
"m_kol","m_amr",1
"m_kol","m_bik",1
"m_kol","blgt",1
"m_kol","m_pur",1
"m_kol","dbg",1
"m_kol","m_dib",1
"m_kol","m_kam",1
"m_kol","gkp",1
"m_kol","m_koc",1
"m_kol","jat",1
"m_kol","jbn",1
"m_kol","jhs",1
"m_kol","jsme",1
"m_kol","jyg",1
"m_kol","m_mur",1
"m_kol","mfp",1
"m_kol","nldm",1
